Date,Time,Open,High,Low,Close,Vol
10/01/2022,08:00:00,85.1575,85.63,85.1575,85.44,645000
10/01/2022,09:00:00,85.475,85.5325,85.44,85.4975,1151000
10/01/2022,10:00:00,85.5,85.5725,85.3275,85.355,9137000
10/01/2022,11:00:00,85.38,85.3925,84.9,84.955,55400000
10/01/2022,12:00:00,84.9675,85.1525,84.8,85.1075,38746000
10/01/2022,13:00:00,85.1,85.1375,84.7675,84.8425,30485000
10/01/2022,14:00:00,84.89,85.04,84.8675,84.925,22305000
10/01/2022,15:00:00,84.93,85.025,84.8425,84.9025,19418000
11/01/2022,08:00:00,85.005,85.005,84.82,85,2483000
11/01/2022,09:00:00,84.95,85.0075,84.905,84.97,2463000
11/01/2022,10:00:00,84.96,84.985,84.9,84.915,6088000
11/01/2022,11:00:00,84.9,84.975,84.815,84.8175,40021000
11/01/2022,12:00:00,84.815,85,84.7375,84.98,41911000
11/01/2022,13:00:00,84.9625,85.0975,84.83,84.86,37350000
11/01/2022,14:00:00,84.8525,84.915,84.82,84.885,20525000
11/01/2022,15:00:00,84.88,84.905,84.82,84.8525,17183000
12/01/2022,08:00:00,84.8,84.8,84.56,84.6075,1212000
12/01/2022,09:00:00,84.65,84.67,84.51,84.5425,2220000
12/01/2022,10:00:00,84.5375,84.69,84.51,84.6675,2821000
12/01/2022,11:00:00,84.6575,84.7175,84.545,84.6825,21112000
12/01/2022,12:00:00,84.6875,84.8225,84.63,84.6675,20290000
12/01/2022,13:00:00,84.68,84.81,84.555,84.605,38036000
12/01/2022,14:00:00,84.605,84.725,84.58,84.6,17712000
12/01/2022,15:00:00,84.6,84.765,84.58,84.69,15033000
13/01/2022,08:00:00,85.4625,85.495,85.4,85.46,1957000
13/01/2022,09:00:00,85.4025,85.455,85.3875,85.425,2235000
13/01/2022,10:00:00,85.4175,85.45,85.2625,85.2725,7353000
13/01/2022,11:00:00,85.26,85.505,85.2,85.49,42683000
13/01/2022,12:00:00,85.49,85.69,85.46,85.56,47523000
13/01/2022,13:00:00,85.5675,85.595,85.4525,85.5625,21868000
13/01/2022,14:00:00,85.55,85.585,85.485,85.53,17584000
13/01/2022,15:00:00,85.51,86.1075,85.505,86.06,43029000
14/01/2022,08:00:00,87.5,87.555,87.2625,87.33,2695000
14/01/2022,09:00:00,87.37,87.37,86.9825,87.275,1536000
14/01/2022,10:00:00,87.27,87.36,87.04,87.065,21598000
14/01/2022,11:00:00,87.03,87.1,86.7075,86.8225,86979000
14/01/2022,12:00:00,86.8,86.85,86.62,86.8,52235000
14/01/2022,13:00:00,86.8,87.2,86.75,87.115,40638000
14/01/2022,14:00:00,87.0675,87.3,86.9,87.3,33429000
14/01/2022,15:00:00,87.2875,87.915,87.195,87.8875,43158000
17/01/2022,08:00:00,86.945,87.1375,86.865,87.1025,3497000
17/01/2022,09:00:00,87.1025,87.14,86.915,86.915,2466000
17/01/2022,10:00:00,86.905,86.9625,86.635,86.6675,10421000
17/01/2022,11:00:00,86.68,87.23,86.5325,87.11,48104000
17/01/2022,12:00:00,87.1075,87.4225,86.94,87.39,34802000
17/01/2022,13:00:00,87.4225,87.75,87.255,87.3375,29924000
17/01/2022,14:00:00,87.33,87.5175,87.3025,87.3575,41462000
17/01/2022,15:00:00,87.36,87.48,87.105,87.3925,19035000
18/01/2022,08:00:00,86.6025,86.98,86.5975,86.92,2444000
18/01/2022,09:00:00,86.875,86.9225,86.785,86.8175,2712000
18/01/2022,10:00:00,86.82,86.85,86.6625,86.8,4207000
18/01/2022,11:00:00,86.8,87.15,86.6325,86.94,34051000
18/01/2022,12:00:00,86.97,87.175,86.9225,87.12,33306000
18/01/2022,13:00:00,87.1275,87.3875,87.015,87.3275,18932000
18/01/2022,14:00:00,87.3275,87.365,86.96,87.0875,19073000
18/01/2022,15:00:00,87.0875,87.2275,87.025,87.125,16251000
19/01/2022,08:00:00,87.215,87.4,87.17,87.22,2619000
19/01/2022,09:00:00,87.19,87.3525,87.18,87.315,3172000
19/01/2022,10:00:00,87.32,87.32,87.06,87.2625,7755000
19/01/2022,11:00:00,87.2625,87.39,86.975,86.9875,35128000
19/01/2022,12:00:00,87.0025,87.1875,86.86,87.1175,34560000
19/01/2022,13:00:00,87.12,87.14,86.64,86.7325,36672000
19/01/2022,14:00:00,86.72,86.91,86.6825,86.775,80878000
19/01/2022,15:00:00,86.77,86.8375,85.965,86.195,60168000
20/01/2022,08:00:00,86.6,86.6,86.2875,86.3275,3198000
20/01/2022,09:00:00,86.3275,86.3975,86.2275,86.395,2912000
20/01/2022,10:00:00,86.4125,86.525,86.365,86.38,5888000
20/01/2022,11:00:00,86.36,87,86.35,86.8225,31370000
20/01/2022,12:00:00,86.815,87.16,86.8125,87.065,30451000
20/01/2022,13:00:00,87.05,87.155,86.755,86.8425,40117000
20/01/2022,14:00:00,86.83,86.93,86.6875,86.93,43458000
20/01/2022,15:00:00,86.9275,86.99,86.7325,86.945,16792000
21/01/2022,08:00:00,86.945,87.11,86.885,86.93,3371000
21/01/2022,09:00:00,86.94,87,86.82,86.955,1777000
21/01/2022,10:00:00,86.9425,86.9425,86.8,86.94,8014000
21/01/2022,11:00:00,86.97,87.055,86.7025,86.765,28206000
21/01/2022,12:00:00,86.815,86.9,86.68,86.8125,31975000
21/01/2022,13:00:00,86.835,86.92,86.72,86.745,48614000
21/01/2022,14:00:00,86.735,86.745,86.5,86.74,22685000
21/01/2022,15:00:00,86.7425,87.08,86.5975,86.73,48029000
24/01/2022,08:00:00,87.49,87.52,87.25,87.3225,12990000
24/01/2022,09:00:00,87.3125,87.43,87.265,87.285,3056000
24/01/2022,10:00:00,87.2825,87.305,87.1,87.215,9189000
24/01/2022,11:00:00,87.2325,87.55,87.215,87.5,111677000
24/01/2022,12:00:00,87.505,88.165,87.485,88.11,54799000
24/01/2022,13:00:00,88.1275,88.725,88.1125,88.4,68306000
24/01/2022,14:00:00,88.39,89.38,88.385,89.3775,39371000
24/01/2022,15:00:00,89.3625,89.7475,88.8475,89.515,40812000
25/01/2022,08:00:00,89.145,89.38,88.695,89.085,4866000
25/01/2022,09:00:00,89.11,89.165,88.795,88.8075,4707000
25/01/2022,10:00:00,88.7525,88.9075,88.605,88.63,21838000
25/01/2022,11:00:00,88.6275,89,88.3,88.98,68318000
25/01/2022,12:00:00,89.005,89.17,88.805,88.89,53088000
25/01/2022,13:00:00,88.885,88.9375,88.5825,88.66,20424000
25/01/2022,14:00:00,88.6375,88.7875,88.4825,88.4925,13968000
25/01/2022,15:00:00,88.49,88.6675,88.45,88.4975,20918000
26/01/2022,08:00:00,88.9375,89.045,88.8625,88.9,3180000
26/01/2022,09:00:00,88.9,88.93,88.755,88.8,3044000
26/01/2022,10:00:00,88.8075,88.9875,88.8075,88.92,6203000
26/01/2022,11:00:00,88.965,89.33,88.875,89.205,45297000
26/01/2022,12:00:00,89.205,89.205,88.9125,89.04,56511000
26/01/2022,13:00:00,89.0325,89.225,88.9675,89.0925,34500000
26/01/2022,14:00:00,89.075,89.43,89.0275,89.24,35155000
26/01/2022,15:00:00,89.225,89.38,89.1,89.2375,24706000
27/01/2022,08:00:00,89.1475,89.3725,89.1475,89.335,3906000
27/01/2022,09:00:00,89.34,89.34,89.1575,89.265,13177000
27/01/2022,10:00:00,89.26,89.435,89.1575,89.35,6654000
27/01/2022,11:00:00,89.345,89.3475,88.57,88.64,68727000
27/01/2022,12:00:00,88.605,88.7025,87.6775,87.9375,71184000
27/01/2022,13:00:00,87.9225,88.5575,87.9125,88.155,57507000
27/01/2022,14:00:00,88.12,88.1775,87.7075,87.83,27645000
27/01/2022,15:00:00,87.865,87.95,87.7,87.7175,39322000
28/01/2022,08:00:00,86.795,86.8925,86.4875,86.68,2591000
28/01/2022,09:00:00,86.615,86.6625,86.5075,86.63,3279000
28/01/2022,10:00:00,86.635,86.82,86.58,86.735,10248000
28/01/2022,11:00:00,86.7375,86.895,86.425,86.5975,74399000
28/01/2022,12:00:00,86.5625,87.09,86.2825,87.035,50318000
28/01/2022,13:00:00,87.015,87.08,86.6,86.6925,60733000
28/01/2022,14:00:00,86.675,86.8025,86.5775,86.7575,47450000
28/01/2022,15:00:00,86.77,86.825,86.495,86.525,56845000
31/01/2022,08:00:00,86.695,86.7,86.5525,86.63,1504000
31/01/2022,09:00:00,86.6125,86.67,86.51,86.51,1407000
31/01/2022,10:00:00,86.5,86.62,86.4025,86.62,3937000
31/01/2022,11:00:00,86.61,86.685,86.2,86.46,41505000
31/01/2022,12:00:00,86.465,86.685,86.37,86.5325,23518000
31/01/2022,13:00:00,86.54,86.5975,86.425,86.535,23882000
31/01/2022,14:00:00,86.55,86.815,86.55,86.6375,42330000
31/01/2022,15:00:00,86.61,86.6425,86.44,86.58,28547000
01/02/2022,08:00:00,86.875,86.875,86.5675,86.7,4889000
01/02/2022,09:00:00,86.6825,86.73,86.62,86.62,2290000
01/02/2022,10:00:00,86.6525,86.8275,86.63,86.7,8042000
01/02/2022,11:00:00,86.71,86.935,86.63,86.92,23242000
01/02/2022,12:00:00,86.92,86.925,86.63,86.765,18633000
01/02/2022,13:00:00,86.7425,86.7925,86.495,86.7325,30776000
01/02/2022,14:00:00,86.715,86.76,86.42,86.47,20082000
01/02/2022,15:00:00,86.4675,86.49,86.25,86.2725,21188000
02/02/2022,08:00:00,87.15,87.15,86.42,86.4475,439000
02/02/2022,09:00:00,86.495,86.495,86.325,86.4,923000
02/02/2022,10:00:00,86.4,86.4275,86.32,86.36,3771000
02/02/2022,11:00:00,86.36,86.4425,86.23,86.2425,14945000
02/02/2022,12:00:00,86.25,86.29,86.1,86.195,18030000
02/02/2022,13:00:00,86.1925,86.2025,86,86.185,26246000
02/02/2022,14:00:00,86.21,86.27,85.935,85.9575,22286000
02/02/2022,15:00:00,85.965,86.0675,85.88,85.96,21224000
03/02/2022,08:00:00,86.1175,86.33,86.1,86.25,4745000
03/02/2022,09:00:00,86.19,86.19,86.1275,86.15,986000
03/02/2022,10:00:00,86.13,86.38,86.13,86.31,9698000
03/02/2022,11:00:00,86.3275,86.65,86.315,86.615,31685000
03/02/2022,12:00:00,86.5975,86.745,86.45,86.535,28963000
03/02/2022,13:00:00,86.5925,86.6,86.33,86.3975,36809000
03/02/2022,14:00:00,86.395,86.405,86.25,86.3225,12115000
03/02/2022,15:00:00,86.3375,86.3525,86.1325,86.28,24529000
04/02/2022,08:00:00,87.47,87.47,87.2725,87.315,903000
04/02/2022,09:00:00,87.35,87.4225,87.2925,87.355,1349000
04/02/2022,10:00:00,87.38,87.42,87.275,87.3325,5788000
04/02/2022,11:00:00,87.345,87.345,86.96,87.05,50954000
04/02/2022,12:00:00,87.03,87.095,86.88,87.0875,34174000
04/02/2022,13:00:00,87.08,87.1,86.9,87.0075,19039000
04/02/2022,14:00:00,87.03,87.03,86.8575,86.88,12329000
04/02/2022,15:00:00,86.85,86.965,86.675,86.965,16447000
07/02/2022,08:00:00,86.8175,86.96,86.81,86.895,1677000
07/02/2022,09:00:00,86.9,86.9,86.75,86.7725,1539000
07/02/2022,10:00:00,86.755,86.785,86.56,86.6375,6983000
07/02/2022,11:00:00,86.5875,86.595,86.37,86.445,99332000
07/02/2022,12:00:00,86.47,86.6975,86.44,86.5025,42229000
07/02/2022,13:00:00,86.49,86.51,86.25,86.265,24443000
07/02/2022,14:00:00,86.265,86.3625,86.13,86.2225,15754000
07/02/2022,15:00:00,86.23,86.36,86.14,86.325,14888000
08/02/2022,08:00:00,86.34,86.34,85.97,85.97,2019000
08/02/2022,09:00:00,85.985,86.0475,85.85,85.95,7679000
08/02/2022,10:00:00,85.97,86.06,85.9,85.9325,5164000
08/02/2022,11:00:00,85.925,86.025,85.74,85.84,39355000
08/02/2022,12:00:00,85.8825,86.01,85.805,85.9175,17157000
08/02/2022,13:00:00,85.94,85.98,85.8625,85.9625,19526000
08/02/2022,14:00:00,85.97,85.9875,85.77,85.8975,21362000
08/02/2022,15:00:00,85.92,85.94,85.67,85.735,54089000
09/02/2022,08:00:00,85.7775,85.7975,85.6425,85.695,1446000
09/02/2022,09:00:00,85.67,85.67,85.485,85.5225,4316000
09/02/2022,10:00:00,85.53,85.64,85.475,85.52,7817000
09/02/2022,11:00:00,85.5075,85.5375,85.22,85.27,29145000
09/02/2022,12:00:00,85.3075,85.405,85.26,85.375,26796000
09/02/2022,13:00:00,85.375,85.45,85.33,85.4275,27879000
09/02/2022,14:00:00,85.4275,85.5,85.3875,85.43,35628000
09/02/2022,15:00:00,85.43,85.47,85.3025,85.4,22123000
10/02/2022,08:00:00,85.4325,85.44,85.3675,85.3925,1475000
10/02/2022,09:00:00,85.3975,85.4125,85.35,85.385,4474000
10/02/2022,10:00:00,85.3775,85.4325,85.25,85.25,14487000
10/02/2022,11:00:00,85.2425,85.4575,85.2425,85.4175,52287000
10/02/2022,12:00:00,85.45,85.49,85.325,85.4075,37682000
10/02/2022,13:00:00,85.39,85.5075,85.3725,85.5,22328000
10/02/2022,14:00:00,85.48,85.6225,85.45,85.48,27209000
10/02/2022,15:00:00,85.4875,85.5375,85.36,85.38,18366000
11/02/2022,08:00:00,85.5725,85.645,85.4775,85.62,4416000
11/02/2022,09:00:00,85.6225,85.7025,85.5675,85.6175,3709000
11/02/2022,10:00:00,85.6,85.6975,85.4225,85.47,6341000
11/02/2022,11:00:00,85.475,85.49,85.23,85.24,60095000
11/02/2022,12:00:00,85.2575,85.4825,85.1125,85.4425,31824000
11/02/2022,13:00:00,85.4075,85.65,85.3175,85.38,22021000
11/02/2022,14:00:00,85.41,85.5475,85.2725,85.4325,21452000
11/02/2022,15:00:00,85.4,85.5425,85.38,85.4725,15655000
14/02/2022,08:00:00,87.69,88.65,87.485,87.9025,8718000
14/02/2022,09:00:00,87.9675,87.9675,87.24,87.4375,13166000
14/02/2022,10:00:00,87.435,87.5,86.98,87.28,24142000
14/02/2022,11:00:00,87.28,87.28,86.57,86.755,86315000
14/02/2022,12:00:00,86.735,87.1675,86.545,87.1675,79292000
14/02/2022,13:00:00,87.16,87.4325,87.0975,87.3575,38345000
14/02/2022,14:00:00,87.395,87.5,86.46,87.06,45411000
14/02/2022,15:00:00,87.0775,87.2275,86.8775,87.22,27576000
15/02/2022,08:00:00,86.4475,86.6225,86.2775,86.375,1710000
15/02/2022,09:00:00,86.3225,86.555,86.3,86.525,37830000
15/02/2022,10:00:00,86.5375,86.625,86.26,86.35,34257000
15/02/2022,11:00:00,86.355,86.8775,86.355,86.7275,43147000
15/02/2022,12:00:00,86.73,86.73,85.56,85.725,85943000
15/02/2022,13:00:00,85.72,85.77,85.42,85.77,35671000
15/02/2022,14:00:00,85.77,86.015,85.53,85.94,48808000
15/02/2022,15:00:00,85.94,86.0325,85.5375,85.56,28239000
16/02/2022,08:00:00,85.5125,85.5125,85.345,85.44,4036000
16/02/2022,09:00:00,85.44,85.445,85.3075,85.4,2645000
16/02/2022,10:00:00,85.405,85.51,85.345,85.44,6804000
16/02/2022,11:00:00,85.44,85.45,85.1,85.27,42259000
16/02/2022,12:00:00,85.295,85.38,85.215,85.345,36799000
16/02/2022,13:00:00,85.33,85.58,85.25,85.5025,27422000
16/02/2022,14:00:00,85.49,85.51,85.2775,85.29,10870000
16/02/2022,15:00:00,85.2925,85.415,85.2375,85.305,25960000
17/02/2022,08:00:00,85.44,85.99,85.33,85.835,4060000
17/02/2022,09:00:00,85.9,85.94,85.76,85.925,6393000
17/02/2022,10:00:00,85.95,86.09,85.8425,85.885,15669000
17/02/2022,11:00:00,85.9025,86.265,85.785,86.2275,47103000
17/02/2022,12:00:00,86.2375,87.035,85.99,86.5475,57957000
17/02/2022,13:00:00,86.6175,86.71,86.1925,86.275,22694000
17/02/2022,14:00:00,86.3075,86.37,86.0525,86.2275,26945000
17/02/2022,15:00:00,86.255,86.4175,86.13,86.155,34556000
18/02/2022,08:00:00,86.46,86.46,86.2,86.25,11283000
18/02/2022,09:00:00,86.25,86.27,86.05,86.05,3243000
18/02/2022,10:00:00,86.06,86.4,86.06,86.3325,10043000
18/02/2022,11:00:00,86.325,86.325,86,86.05,23855000
18/02/2022,12:00:00,86.04,86.19,85.88,86.1875,34069000
18/02/2022,13:00:00,86.19,86.315,86.025,86.0525,36374000
18/02/2022,14:00:00,86.0525,86.1025,85.97,85.9975,28622000
18/02/2022,15:00:00,85.9725,86.16,85.9225,86.16,19008000
21/02/2022,08:00:00,88.98,88.98,87.065,87.1375,9551000
21/02/2022,09:00:00,87.1725,87.445,87.13,87.445,10053000
21/02/2022,10:00:00,87.4475,87.5,86.725,86.74,24764000
21/02/2022,11:00:00,86.745,87.5225,86.595,87.495,55263000
21/02/2022,12:00:00,87.465,87.775,87.3275,87.4475,163501000
21/02/2022,13:00:00,87.46,87.6525,87.22,87.335,50418000
21/02/2022,14:00:00,87.385,87.5925,87.275,87.55,37785000
21/02/2022,15:00:00,87.55,88.75,87.4525,88.5625,72050000
22/02/2022,08:00:00,90.735,90.75,90.02,90.1,8580000
22/02/2022,09:00:00,90.09,90.1525,89.37,89.9725,9573000
22/02/2022,10:00:00,89.9725,90.755,89.83,90.53,56382000
22/02/2022,11:00:00,90.525,91.3725,90.455,90.7325,94017000
22/02/2022,12:00:00,90.705,90.9775,90.3125,90.8075,98664000
22/02/2022,13:00:00,90.8525,90.905,89.77,90.2775,73567000
22/02/2022,14:00:00,90.2475,90.3875,89.2325,89.555,62244000
22/02/2022,15:00:00,89.56,90.1325,89.55,90.1325,40938000
24/02/2022,08:00:00,92.435,95.1225,92.34,95.1225,2275000
24/02/2022,11:00:00,99.8,99.8,94.5575,97.965,44464000
24/02/2022,12:00:00,97.7,98.25,96.85,96.9975,69931000
24/02/2022,13:00:00,97,97.09,93.2225,94.355,99484000
24/02/2022,14:00:00,94.5,94.94,93.5525,93.5525,99543000
24/02/2022,15:00:00,93.5575,93.76,91.3125,92.29,54471000
25/02/2022,08:00:00,95.9,97.7,93.5,94.24,195000
25/02/2022,09:00:00,95.24,95.55,94.24,95,686000
25/02/2022,10:00:00,95,95.5,94,94.8,2521000
25/02/2022,11:00:00,94.65,94.9975,93.34,93.57,21283000
25/02/2022,12:00:00,93.6,93.7875,92.29,92.87,62489000
25/02/2022,13:00:00,92.97,93.415,92.7,93.2325,104340000
25/02/2022,14:00:00,93.3875,94.4,93.25,94.1775,46302000
25/02/2022,15:00:00,94.15,94.185,93.2775,94,80098000
28/02/2022,11:00:00,101.0875,107.2525,96.525,107.2525,9882000
28/02/2022,12:00:00,107.2525,122.66,107.2525,122.0025,3879000
28/02/2022,13:00:00,122.0075,122.5,107.5775,111.355,47031000
28/02/2022,14:00:00,111.3525,111.9925,108,108.25,56513000
28/02/2022,15:00:00,108.25,108.34,106,107.2025,65653000
01/03/2022,11:00:00,107.205,114.185,100.8975,102.45,23670000
01/03/2022,12:00:00,102.51,105.8975,102.4,105.09,47386000
01/03/2022,13:00:00,105.09,106,105.04,106,79400000
01/03/2022,14:00:00,106,112,105.715,108.2075,16861000
01/03/2022,15:00:00,108.1025,109.895,107.425,108.99,46433000
02/03/2022,11:00:00,114.19,119.9,109,119.4,29025000
02/03/2022,12:00:00,119.4,120.31,117,119.8,77657000
02/03/2022,13:00:00,119.85,123.5975,119.5,121.555,71333000
02/03/2022,14:00:00,121.575,123.5,119.9975,121,50437000
02/03/2022,15:00:00,121,124.5875,119.2,123,75195000
03/03/2022,11:00:00,115,124.9775,108.98,123.75,73343000
03/03/2022,12:00:00,123.65,124.9775,121.75,124.9775,87351000
03/03/2022,13:00:00,124.9775,124.9775,123.5,124.725,66662000
03/03/2022,14:00:00,124.4,124.9775,124.2,124.9775,26295000
03/03/2022,15:00:00,124.9775,124.9775,123.1275,123.1275,24281000
04/03/2022,11:00:00,123,131.15,116.5,126.4,16308000
04/03/2022,12:00:00,126.4,130.99,123,129,14569000
04/03/2022,13:00:00,129,131.15,127,128.3,14940000
04/03/2022,14:00:00,128.3,131.15,126,130,6755000
04/03/2022,15:00:00,130.575,131.15,128.5,128.8,4522000
09/03/2022,11:00:00,118.5,128.0025,117.9925,128.0025,5531000
09/03/2022,12:00:00,128.0025,131.5,122,124,54492000
09/03/2022,13:00:00,122,128.9925,118,127.5,54944000
09/03/2022,14:00:00,125.62,128.99,124.005,125.65,41606000
09/03/2022,15:00:00,125.65,128.89,118.0025,119.5775,46915000
10/03/2022,11:00:00,135,135,122.0025,130.9,46302000
10/03/2022,12:00:00,130.8,132.9375,128.74,130.475,51816000
10/03/2022,13:00:00,129.3,130.475,125.2,128,98522000
10/03/2022,14:00:00,127.7,128.995,125.055,125.91,72279000
10/03/2022,15:00:00,125.91,127.27,121.92,121.92,53062000
11/03/2022,11:00:00,129.01,130,122.5,126.6925,33926000
11/03/2022,12:00:00,125.9,127.1,125.75,126.9025,46665000
11/03/2022,13:00:00,126.7,127.1,126,126,59154000
11/03/2022,14:00:00,126,126.4925,120.98,122,79581000
11/03/2022,15:00:00,122,126.7175,121.0025,124.59,60124000
14/03/2022,11:00:00,126.9,126.9,121.05,121.97,40635000
14/03/2022,12:00:00,121.97,122.495,121.5525,121.7775,38531000
14/03/2022,13:00:00,121.7525,122.15,119.0025,119.51,49020000
14/03/2022,14:00:00,119.2425,120.01,115.75,117.05,38007000
14/03/2022,15:00:00,117.0525,120,115.8575,119,44042000
15/03/2022,11:00:00,122,125.8975,116.9925,119.7,38140000
15/03/2022,12:00:00,119.7,120.7,119.6525,120.05,44002000
15/03/2022,13:00:00,120.05,121.9925,119.705,121.2875,28279000
15/03/2022,14:00:00,120.915,121.6125,120.355,120.3575,38129000
15/03/2022,15:00:00,120.3575,121.2,119.5,119.54,32620000
16/03/2022,11:00:00,119.495,119.495,117.5,118.14,47383000
16/03/2022,12:00:00,118.14,119.1275,118,118.855,40793000
16/03/2022,13:00:00,118.855,118.9,117.55,117.8,40643000
16/03/2022,14:00:00,117.74,117.9875,117.3025,117.65,32592000
16/03/2022,15:00:00,117.65,118.9225,117.5625,118.58,18002000
17/03/2022,11:00:00,118.58,118.58,112.6525,114,61429000
17/03/2022,12:00:00,114,114.9975,114,114.425,24770000
17/03/2022,13:00:00,114.4225,115.55,114.15,114.4325,37181000
17/03/2022,14:00:00,114.4325,115.73,114.3875,115.39,34374000
17/03/2022,15:00:00,115.3,116,115.0025,115.19,25836000
18/03/2022,11:00:00,112.2,115,110.2,113.13,45219000
18/03/2022,12:00:00,113.19,113.485,113.15,113.3925,34453000
18/03/2022,13:00:00,113.305,113.4525,112.9,112.9,29896000
18/03/2022,14:00:00,112.9,114,112.455,114,34053000
18/03/2022,15:00:00,113.79,115.2375,113.6025,115.2375,18994000
21/03/2022,11:00:00,115.0075,117.575,114.985,115.8225,35617000
21/03/2022,12:00:00,115.845,116.2525,115.7,115.86,42505000
21/03/2022,13:00:00,115.88,116.265,105.4525,115.19,100910000
21/03/2022,14:00:00,115.19,115.5,115.015,115.4025,46790000
21/03/2022,15:00:00,115.225,115.3175,115.05,115.2675,35028000
22/03/2022,11:00:00,107.97,117,107.97,114.45,30837000
22/03/2022,12:00:00,114.385,114.77,114.33,114.5225,97756000
22/03/2022,13:00:00,114.495,114.75,114.4475,114.55,28170000
22/03/2022,14:00:00,114.55,114.6725,114.44,114.455,22761000
22/03/2022,15:00:00,114.4575,114.675,114.4225,114.665,18058000
23/03/2022,11:00:00,115.6975,115.6975,113.3725,114.76,76796000
23/03/2022,12:00:00,114.7525,114.8725,114.5925,114.615,54094000
23/03/2022,13:00:00,114.625,114.6825,113.9,113.9025,91971000
23/03/2022,14:00:00,113.9025,114.405,113.9025,113.99,53087000
23/03/2022,15:00:00,113.95,114.405,113.9025,114,32808000
24/03/2022,11:00:00,106.54,110.1,105.01,105.2,38469000
24/03/2022,12:00:00,105.16,106.0175,105.16,105.7025,58607000
24/03/2022,13:00:00,105.7,105.9375,105,105.465,47704000
24/03/2022,14:00:00,105.4725,105.6,105,105.3625,39789000
24/03/2022,15:00:00,105.4,105.42,105,105.3825,49008000
25/03/2022,11:00:00,106.025,107.2325,105.3,105.9975,67413000
25/03/2022,12:00:00,105.9975,105.9975,102.59,103.5,95663000
25/03/2022,13:00:00,103.8,105.9,103,103.345,154300000
25/03/2022,14:00:00,103,104.01,101.1,101.14,135388000
25/03/2022,15:00:00,101.14,103.4,99.5,102.22,87986000
28/03/2022,11:00:00,110,110,102.1275,102.17,16431000
28/03/2022,12:00:00,102.17,103,101.8025,102.83,38991000
28/03/2022,13:00:00,102.95,103.305,102.64,102.87,83618000
28/03/2022,14:00:00,102.87,102.95,101.6,102.6,106401000
28/03/2022,15:00:00,102.35,102.75,101.3,101.79,45779000
29/03/2022,11:00:00,98.3775,100.3,95.8425,96.7725,44173000
29/03/2022,12:00:00,96.7725,97.25,96.725,97,81403000
29/03/2022,13:00:00,97.045,97.135,96.57,96.66,54175000
29/03/2022,14:00:00,96.66,96.6725,94.695,94.8525,37945000
29/03/2022,15:00:00,94.8525,94.8525,92.0725,92.285,32776000
30/03/2022,11:00:00,93,94.39,93,93.5,41500000
30/03/2022,12:00:00,93.5,94.2575,93.5,93.9175,63935000
30/03/2022,13:00:00,93.9175,94,92.5,92.55,89992000
30/03/2022,14:00:00,92.8,92.8,91.8225,92.1525,50363000
30/03/2022,15:00:00,92.155,92.685,92,92.5,42200000
31/03/2022,11:00:00,92.285,93.3375,91.98,92.65,41253000
31/03/2022,12:00:00,92.65,92.8275,92.4025,92.59,61425000
31/03/2022,13:00:00,92.555,92.6925,92.4825,92.55,64466000
31/03/2022,14:00:00,92.55,92.58,92.2225,92.3275,47792000
31/03/2022,15:00:00,92.3275,92.9675,92.3275,92.9,51996000
01/04/2022,11:00:00,92,92.605,91.9,92.26,51489000
